id,kk_id,nik,nama_lengkap,tempat_lahir,tgl_lahir,jenis_kelamin,gol_darah,agama,status_kawin,shdk,pendidikan,pekerjaan,nama_ayah,nama_ibu,status_dasar,catatan
penduduk-623,kk-124,32010152710623,Umi Wibowo,Bogor,1945-02-08,LAKI-LAKI,A,KATOLIK,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Buruh,,,PINDAH,
penduduk-624,kk-124,32010190350624,Putri Saputra,Bogor,1998-05-16,LAKI-LAKI,O,KONGHUCU,CERAI HIDUP,ORANG TUA,SD / SEDERAJAT,PNS,Ayah Putri,Ibu Putri,PINDAH,
penduduk-625,kk-124,32010161620625,Joko Santoso,Bogor,1975-09-03,PEREMPUAN,AB,KATOLIK,BELUM KAWIN,ANAK,SD / SEDERAJAT,Tidak Bekerja,Ayah Joko,Ibu Joko,PINDAH,
penduduk-626,kk-124,32010165990626,Ahmad Sari,Bogor,1957-09-11,PEREMPUAN,-,ISLAM,BELUM KAWIN,ANAK,SMP / SEDERAJAT,Petani,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-627,kk-124,32010142960627,Nur Sari,Bogor,1972-01-16,PEREMPUAN,B,KONGHUCU,CERAI MATI,FAMILI LAIN,S3,Guru,Ayah Nur,Ibu Nur,PINDAH,
penduduk-628,kk-125,32010150630628,Budi Sari,Bogor,1982-06-06,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Dokter,,,HIDUP,
penduduk-629,kk-125,32010107560629,Omar Kurniawan,Bogor,1951-01-20,PEREMPUAN,-,KATOLIK,BELUM KAWIN,CUCU,SMA / SEDERAJAT,Pelajar/Mahasiswa,Ayah Omar,Ibu Omar,HIDUP,
penduduk-630,kk-125,32010164180630,Joko Sari,Bogor,1955-07-24,PEREMPUAN,AB,ISLAM,CERAI MATI,MENANTU,S3,Wiraswasta,Ayah Joko,Ibu Joko,HIDUP,
penduduk-631,kk-126,32010186210631,Ahmad Indrawati,Bogor,1963-11-03,LAKI-LAKI,AB,KATOLIK,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Perawat,,,HIDUP,
penduduk-632,kk-126,32010133150632,Umi Prasetyo,Bogor,1951-03-01,LAKI-LAKI,-,HINDU,BELUM KAWIN,ORANG TUA,SMA / SEDERAJAT,Dokter,Ayah Umi,Ibu Umi,HIDUP,
penduduk-633,kk-126,32010168660633,Nur Saputra,Bogor,1952-07-09,LAKI-LAKI,AB,HINDU,CERAI MATI,CUCU,BELUM TAMAT SD,Karyawan Swasta,Ayah Nur,Ibu Nur,MATI,
penduduk-634,kk-126,32010160800634,Tono Purnomo,Bogor,1955-10-16,LAKI-LAKI,O,KRISTEN,CERAI MATI,MERTUA,BELUM TAMAT SD,Wiraswasta,Ayah Tono,Ibu Tono,HIDUP,
penduduk-635,kk-127,32010169540635,Fitri Sari,Bogor,1945-01-25,LAKI-LAKI,-,BUDDHA,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,PNS,,,HIDUP,
penduduk-636,kk-127,32010164400636,Hani Hidayati,Bogor,1948-10-07,PEREMPUAN,B,ISLAM,CERAI HIDUP,MENANTU,SMA / SEDERAJAT,Dokter,Ayah Hani,Ibu Hani,HIDUP,
penduduk-637,kk-127,32010117740637,Nur Kurniawan,Bogor,1989-03-04,PEREMPUAN,B,HINDU,CERAI HIDUP,ISTRI,TIDAK / BELUM SEKOLAH,Karyawan Swasta,Ayah Nur,Ibu Nur,HIDUP,
penduduk-638,kk-127,32010149160638,Hani Rahayu,Bogor,1992-02-02,PEREMPUAN,A,KONGHUCU,BELUM KAWIN,ORANG TUA,S2,Pedagang,Ayah Hani,Ibu Hani,PINDAH,
penduduk-639,kk-127,32010137520639,Nur Purnomo,Bogor,1986-12-11,PEREMPUAN,AB,KATOLIK,BELUM KAWIN,MENANTU,S2,Guru,Ayah Nur,Ibu Nur,HIDUP,
penduduk-640,kk-128,32010151550640,Eko Wulandari,Bogor,1963-06-15,LAKI-LAKI,-,HINDU,KAWIN,KEPALA KELUARGA,S3,Dokter,,,MATI,
penduduk-641,kk-128,32010114230641,Sari Hidayat,Bogor,1965-09-22,LAKI-LAKI,-,BUDDHA,CERAI HIDUP,FAMILI LAIN,SMP / SEDERAJAT,Dokter,Ayah Sari,Ibu Sari,HIDUP,
penduduk-642,kk-128,32010123880642,Putri Wulandari,Bogor,1960-12-08,LAKI-LAKI,B,ISLAM,KAWIN,SUAMI,D1 / D2 / D3,Karyawan Swasta,Ayah Putri,Ibu Putri,HIDUP,
penduduk-643,kk-128,32010128070643,Eko Wijaya,Bogor,1950-08-04,PEREMPUAN,B,KONGHUCU,BELUM KAWIN,ISTRI,D4 / S1,Tidak Bekerja,Ayah Eko,Ibu Eko,PINDAH,
penduduk-644,kk-128,32010110260644,Joko Kurniawan,Bogor,1981-01-21,LAKI-LAKI,O,BUDDHA,BELUM KAWIN,MERTUA,S2,Buruh,Ayah Joko,Ibu Joko,HIDUP,
penduduk-645,kk-129,32010104310645,Nur Kurniawan,Bogor,2021-01-20,LAKI-LAKI,A,KRISTEN,KAWIN,KEPALA KELUARGA,S2,PNS,,,HIDUP,
penduduk-646,kk-129,32010125180646,Budi Wulandari,Bogor,1951-06-17,LAKI-LAKI,AB,HINDU,KAWIN,FAMILI LAIN,BELUM TAMAT SD,Petani,Ayah Budi,Ibu Budi,PINDAH,
penduduk-647,kk-129,32010130940647,Gunawan Wulandari,Bogor,1971-07-07,LAKI-LAKI,-,KRISTEN,BELUM KAWIN,MERTUA,S2,Tidak Bekerja,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-648,kk-129,32010113510648,Lukman Hidayat,Bogor,2024-10-20,LAKI-LAKI,B,ISLAM,CERAI HIDUP,ORANG TUA,D1 / D2 / D3,Wiraswasta,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-649,kk-130,32010149940649,Rudi Sari,Bogor,2018-08-26,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Petani,,,PINDAH,
penduduk-650,kk-130,32010199480650,Lukman Santoso,Bogor,1960-01-05,PEREMPUAN,B,KATOLIK,KAWIN,MENANTU,TIDAK / BELUM SEKOLAH,Petani,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-651,kk-130,32010186440651,Gunawan Saputra,Bogor,1979-08-20,LAKI-LAKI,-,KRISTEN,CERAI MATI,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Pedagang,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-652,kk-130,32010105570652,Lukman Sari,Bogor,1976-08-25,PEREMPUAN,A,HINDU,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Guru,Ayah Lukman,Ibu Lukman,MATI,
penduduk-653,kk-130,32010184550653,Rudi Rahayu,Bogor,2011-06-18,LAKI-LAKI,AB,KATOLIK,CERAI MATI,FAMILI LAIN,S3,Pedagang,Ayah Rudi,Ibu Rudi,PINDAH,
penduduk-654,kk-131,32010115690654,Umi Indrawati,Bogor,1994-11-23,LAKI-LAKI,A,HINDU,KAWIN,KEPALA KELUARGA,S3,Guru,,,HIDUP,
penduduk-655,kk-131,32010133660655,Umi Lestari,Bogor,1985-12-18,PEREMPUAN,O,BUDDHA,BELUM KAWIN,ORANG TUA,SMP / SEDERAJAT,Dokter,Ayah Umi,Ibu Umi,HIDUP,
penduduk-656,kk-131,32010102570656,Umi Wulandari,Bogor,1968-03-24,PEREMPUAN,A,KONGHUCU,KAWIN,KEPALA KELUARGA,D4 / S1,Buruh,Ayah Umi,Ibu Umi,MATI,
penduduk-657,kk-131,32010156690657,Sari Sari,Bogor,1961-11-17,LAKI-LAKI,O,BUDDHA,KAWIN,ORANG TUA,D1 / D2 / D3,Dokter,Ayah Sari,Ibu Sari,PINDAH,
penduduk-658,kk-131,32010199780658,Fitri Wulandari,Bogor,2003-03-04,PEREMPUAN,AB,KATOLIK,KAWIN,SUAMI,D4 / S1,Pelajar/Mahasiswa,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-659,kk-131,32010114310659,Lukman Wibowo,Bogor,1960-04-04,LAKI-LAKI,AB,KATOLIK,BELUM KAWIN,MERTUA,S3,Pedagang,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-660,kk-132,32010149950660,Gunawan Sari,Bogor,1984-06-05,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Dokter,,,PINDAH,
penduduk-661,kk-132,32010186000661,Eko Rahayu,Bogor,1973-11-05,LAKI-LAKI,AB,KATOLIK,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Buruh,Ayah Eko,Ibu Eko,PINDAH,
penduduk-662,kk-132,32010159790662,Eko Sari,Bogor,2019-11-02,PEREMPUAN,A,KATOLIK,BELUM KAWIN,FAMILI LAIN,D1 / D2 / D3,Guru,Ayah Eko,Ibu Eko,HIDUP,
penduduk-663,kk-133,32010182600663,Fitri Lestari,Bogor,1959-08-01,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Perawat,,,MATI,
penduduk-664,kk-133,32010166480664,Siti Lestari,Bogor,1985-07-13,PEREMPUAN,B,KONGHUCU,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Buruh,Ayah Siti,Ibu Siti,HIDUP,
penduduk-665,kk-133,32010102220665,Nur Hidayati,Bogor,1953-08-15,PEREMPUAN,-,KONGHUCU,BELUM KAWIN,SUAMI,SMP / SEDERAJAT,Dokter,Ayah Nur,Ibu Nur,HIDUP,
penduduk-666,kk-134,32010134220666,Kartika Prasetyo,Bogor,2019-06-10,LAKI-LAKI,-,KATOLIK,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Perawat,,,HIDUP,
penduduk-667,kk-134,32010122190667,Sari Lestari,Bogor,2021-08-24,LAKI-LAKI,A,KATOLIK,CERAI MATI,ISTRI,SMA / SEDERAJAT,Karyawan Swasta,Ayah Sari,Ibu Sari,HIDUP,
penduduk-668,kk-134,32010108090668,Lukman Sari,Bogor,1952-05-13,PEREMPUAN,B,KRISTEN,CERAI MATI,ISTRI,SMP / SEDERAJAT,Pedagang,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-669,kk-134,32010176310669,Indra Hidayati,Bogor,1968-11-24,PEREMPUAN,A,ISLAM,CERAI MATI,ORANG TUA,SD / SEDERAJAT,Buruh,Ayah Indra,Ibu Indra,HIDUP,
penduduk-670,kk-134,32010105950670,Nur Setiawan,Bogor,1975-05-16,PEREMPUAN,A,BUDDHA,KAWIN,CUCU,SMP / SEDERAJAT,Pedagang,Ayah Nur,Ibu Nur,HIDUP,
penduduk-671,kk-134,32010139890671,Indra Wibowo,Bogor,1998-08-03,PEREMPUAN,B,KATOLIK,KAWIN,MENANTU,TIDAK / BELUM SEKOLAH,Guru,Ayah Indra,Ibu Indra,PINDAH,
penduduk-672,kk-135,32010116820672,Nur Rahayu,Bogor,1987-12-10,LAKI-LAKI,-,ISLAM,KAWIN,KEPALA KELUARGA,D4 / S1,Perawat,,,MATI,
penduduk-673,kk-135,32010180570673,Siti Prasetyo,Bogor,1993-09-27,LAKI-LAKI,A,HINDU,KAWIN,MENANTU,S3,Guru,Ayah Siti,Ibu Siti,MATI,
penduduk-674,kk-135,32010172610674,Ahmad Sari,Bogor,1979-07-17,PEREMPUAN,-,HINDU,CERAI HIDUP,MERTUA,S2,Karyawan Swasta,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-675,kk-135,32010155440675,Umi Indrawati,Bogor,1967-05-01,PEREMPUAN,-,KATOLIK,BELUM KAWIN,SUAMI,SMA / SEDERAJAT,Pedagang,Ayah Umi,Ibu Umi,HIDUP,
penduduk-676,kk-135,32010187640676,Eko Wulandari,Bogor,1989-01-10,PEREMPUAN,O,KATOLIK,CERAI MATI,CUCU,D4 / S1,Perawat,Ayah Eko,Ibu Eko,MATI,
penduduk-677,kk-135,32010194330677,Eko Saputra,Bogor,1997-02-11,PEREMPUAN,O,KATOLIK,CERAI MATI,CUCU,S3,Pedagang,Ayah Eko,Ibu Eko,HIDUP,
penduduk-678,kk-136,32010145680678,Fitri Sari,Bogor,1995-08-16,LAKI-LAKI,-,HINDU,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Guru,,,HIDUP,
penduduk-679,kk-136,32010106990679,Joko Saputra,Bogor,1989-02-02,PEREMPUAN,AB,KONGHUCU,KAWIN,ISTRI,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Joko,Ibu Joko,MATI,
penduduk-680,kk-136,32010169160680,Tono Wulandari,Bogor,1958-11-03,PEREMPUAN,O,ISLAM,KAWIN,MENANTU,D4 / S1,PNS,Ayah Tono,Ibu Tono,HIDUP,
penduduk-681,kk-136,32010128360681,Maya Indrawati,Bogor,1997-06-09,PEREMPUAN,A,HINDU,BELUM KAWIN,FAMILI LAIN,D4 / S1,Wiraswasta,Ayah Maya,Ibu Maya,HIDUP,
penduduk-682,kk-136,32010129650682,Putri Rahayu,Bogor,1971-08-19,PEREMPUAN,AB,KATOLIK,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Guru,Ayah Putri,Ibu Putri,PINDAH,
penduduk-683,kk-137,32010117080683,Rudi Kurniawan,Bogor,1979-07-25,LAKI-LAKI,A,HINDU,KAWIN,KEPALA KELUARGA,S3,Petani,,,HIDUP,
penduduk-684,kk-137,32010166760684,Indra Wibowo,Bogor,1948-08-04,PEREMPUAN,-,KRISTEN,KAWIN,SUAMI,TIDAK / BELUM SEKOLAH,Perawat,Ayah Indra,Ibu Indra,PINDAH,
penduduk-685,kk-137,32010174530685,Sari Santoso,Bogor,2005-05-01,PEREMPUAN,B,KATOLIK,CERAI MATI,ISTRI,D4 / S1,Petani,Ayah Sari,Ibu Sari,HIDUP,
penduduk-686,kk-137,32010126660686,Hani Wijaya,Bogor,1995-10-26,PEREMPUAN,-,BUDDHA,CERAI MATI,FAMILI LAIN,SMA / SEDERAJAT,Perawat,Ayah Hani,Ibu Hani,HIDUP,
penduduk-687,kk-137,32010103810687,Dewi Saputra,Bogor,1982-08-06,LAKI-LAKI,B,BUDDHA,KAWIN,CUCU,S2,Buruh,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-688,kk-137,32010139370688,Joko Setiawan,Bogor,1961-02-26,PEREMPUAN,O,ISLAM,BELUM KAWIN,ISTRI,SD / SEDERAJAT,Petani,Ayah Joko,Ibu Joko,HIDUP,
penduduk-689,kk-137,32010166200689,Umi Hidayat,Bogor,2011-02-23,LAKI-LAKI,O,KATOLIK,CERAI MATI,ANAK,SMP / SEDERAJAT,Wiraswasta,Ayah Umi,Ibu Umi,HIDUP,
penduduk-690,kk-138,32010100730690,Kartika Sari,Bogor,1997-08-13,LAKI-LAKI,-,KATOLIK,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Guru,,,HIDUP,
penduduk-691,kk-138,32010109730691,Nur Sari,Bogor,2001-01-24,LAKI-LAKI,-,HINDU,KAWIN,MENANTU,SMP / SEDERAJAT,Tidak Bekerja,Ayah Nur,Ibu Nur,HIDUP,
penduduk-692,kk-138,32010108150692,Maya Sari,Bogor,1948-09-15,LAKI-LAKI,-,BUDDHA,CERAI HIDUP,SUAMI,D4 / S1,Wiraswasta,Ayah Maya,Ibu Maya,HIDUP,
penduduk-693,kk-138,32010146380693,Gunawan Sari,Bogor,2022-06-21,PEREMPUAN,AB,KATOLIK,KAWIN,SUAMI,TIDAK / BELUM SEKOLAH,Tidak Bekerja,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-694,kk-139,32010176980694,Fitri Rahayu,Bogor,1970-03-08,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,D4 / S1,PNS,,,MATI,
penduduk-695,kk-139,32010180970695,Putri Wulandari,Bogor,2011-06-20,LAKI-LAKI,AB,ISLAM,CERAI MATI,CUCU,S2,Guru,Ayah Putri,Ibu Putri,HIDUP,
penduduk-696,kk-139,32010181460696,Lukman Wibowo,Bogor,1990-07-18,LAKI-LAKI,-,ISLAM,KAWIN,MERTUA,SD / SEDERAJAT,Karyawan Swasta,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-697,kk-139,32010147320697,Kartika Sari,Bogor,2019-09-25,PEREMPUAN,-,KRISTEN,CERAI HIDUP,ORANG TUA,SMA / SEDERAJAT,PNS,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-698,kk-139,32010197680698,Putri Sari,Bogor,2001-03-23,PEREMPUAN,-,HINDU,CERAI HIDUP,ISTRI,S3,Pelajar/Mahasiswa,Ayah Putri,Ibu Putri,MATI,
penduduk-699,kk-139,32010141630699,Rudi Prasetyo,Bogor,2019-09-08,LAKI-LAKI,O,BUDDHA,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Pedagang,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-700,kk-139,32010178190700,Lukman Wibowo,Bogor,2003-03-04,PEREMPUAN,B,KRISTEN,CERAI HIDUP,KEPALA KELUARGA,D1 / D2 / D3,Guru,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-701,kk-140,32010127530701,Lukman Wulandari,Bogor,1985-03-25,LAKI-LAKI,AB,HINDU,KAWIN,KEPALA KELUARGA,D4 / S1,Petani,,,HIDUP,
penduduk-702,kk-140,32010119570702,Sari Lestari,Bogor,1969-07-14,PEREMPUAN,B,KATOLIK,CERAI HIDUP,ORANG TUA,SMP / SEDERAJAT,Tidak Bekerja,Ayah Sari,Ibu Sari,HIDUP,
penduduk-703,kk-140,32010188420703,Omar Kurniawan,Bogor,2020-08-05,LAKI-LAKI,-,KRISTEN,KAWIN,ANAK,SMP / SEDERAJAT,Perawat,Ayah Omar,Ibu Omar,HIDUP,
penduduk-704,kk-140,32010159540704,Tono Prasetyo,Bogor,1955-02-17,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pedagang,Ayah Tono,Ibu Tono,MATI,
penduduk-705,kk-140,32010188600705,Kartika Santoso,Bogor,2023-06-08,LAKI-LAKI,B,HINDU,CERAI MATI,ANAK,S2,Perawat,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-706,kk-141,32010151980706,Fitri Hidayat,Bogor,1991-08-10,LAKI-LAKI,B,KONGHUCU,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Dokter,,,HIDUP,
penduduk-707,kk-141,32010150600707,Tono Saputra,Bogor,2015-06-03,PEREMPUAN,A,ISLAM,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Tidak Bekerja,Ayah Tono,Ibu Tono,PINDAH,
penduduk-708,kk-141,32010170970708,Umi Sari,Bogor,1963-08-22,PEREMPUAN,B,KRISTEN,CERAI HIDUP,CUCU,SMA / SEDERAJAT,Dokter,Ayah Umi,Ibu Umi,HIDUP,
penduduk-709,kk-142,32010101370709,Joko Prasetyo,Bogor,1946-10-26,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Buruh,,,HIDUP,
penduduk-710,kk-142,32010105650710,Ahmad Prasetyo,Bogor,1997-04-05,PEREMPUAN,O,KRISTEN,KAWIN,CUCU,SMA / SEDERAJAT,Wiraswasta,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-711,kk-142,32010129450711,Ahmad Sari,Bogor,1998-06-21,LAKI-LAKI,B,BUDDHA,BELUM KAWIN,ISTRI,D1 / D2 / D3,PNS,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-712,kk-142,32010150260712,Tono Wibowo,Bogor,1993-03-06,LAKI-LAKI,O,KATOLIK,CERAI HIDUP,ANAK,TIDAK / BELUM SEKOLAH,Tidak Bekerja,Ayah Tono,Ibu Tono,HIDUP,
penduduk-713,kk-142,32010190370713,Lukman Santoso,Bogor,1988-08-20,LAKI-LAKI,B,ISLAM,KAWIN,MENANTU,BELUM TAMAT SD,Karyawan Swasta,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-714,kk-143,32010150530714,Lukman Sari,Bogor,1954-01-19,LAKI-LAKI,AB,KRISTEN,KAWIN,KEPALA KELUARGA,S3,Wiraswasta,,,HIDUP,
penduduk-715,kk-143,32010114640715,Maya Sari,Bogor,2021-06-20,PEREMPUAN,AB,KONGHUCU,CERAI HIDUP,ISTRI,TIDAK / BELUM SEKOLAH,Karyawan Swasta,Ayah Maya,Ibu Maya,HIDUP,
penduduk-716,kk-143,32010162030716,Indra Wulandari,Bogor,1993-08-21,PEREMPUAN,O,KRISTEN,CERAI MATI,SUAMI,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Indra,Ibu Indra,HIDUP,
penduduk-717,kk-144,32010117280717,Tono Sari,Bogor,1960-01-11,LAKI-LAKI,B,KRISTEN,KAWIN,KEPALA KELUARGA,D4 / S1,Pelajar/Mahasiswa,,,HIDUP,
penduduk-718,kk-144,32010117780718,Sari Sari,Bogor,2018-09-06,LAKI-LAKI,O,KRISTEN,BELUM KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Wiraswasta,Ayah Sari,Ibu Sari,HIDUP,
penduduk-719,kk-144,32010199160719,Kartika Sari,Bogor,1947-10-04,PEREMPUAN,-,BUDDHA,KAWIN,MERTUA,S2,Perawat,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-720,kk-145,32010150530720,Gunawan Wibowo,Bogor,1996-09-22,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Perawat,,,HIDUP,
penduduk-721,kk-145,32010137440721,Gunawan Lestari,Bogor,2013-03-04,PEREMPUAN,A,KRISTEN,BELUM KAWIN,FAMILI LAIN,SD / SEDERAJAT,Pedagang,Ayah Gunawan,Ibu Gunawan,MATI,
penduduk-722,kk-145,32010117930722,Rudi Saputra,Bogor,2018-11-08,PEREMPUAN,AB,KATOLIK,BELUM KAWIN,SUAMI,S2,Pelajar/Mahasiswa,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-723,kk-145,32010114210723,Dewi Rahayu,Bogor,1966-02-28,PEREMPUAN,A,BUDDHA,CERAI HIDUP,KEPALA KELUARGA,S2,Pelajar/Mahasiswa,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-724,kk-145,32010148630724,Putri Wibowo,Bogor,1998-11-25,LAKI-LAKI,-,HINDU,KAWIN,MENANTU,D1 / D2 / D3,Pedagang,Ayah Putri,Ibu Putri,HIDUP,
penduduk-725,kk-145,32010182330725,Indra Sari,Bogor,1952-06-08,PEREMPUAN,-,ISLAM,CERAI HIDUP,SUAMI,SD / SEDERAJAT,Buruh,Ayah Indra,Ibu Indra,PINDAH,
penduduk-726,kk-145,32010111510726,Hani Setiawan,Bogor,1983-04-21,PEREMPUAN,-,KATOLIK,KAWIN,CUCU,BELUM TAMAT SD,Pedagang,Ayah Hani,Ibu Hani,PINDAH,
penduduk-727,kk-146,32010179920727,Joko Wijaya,Bogor,1968-03-22,LAKI-LAKI,B,KONGHUCU,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Guru,,,HIDUP,
penduduk-728,kk-146,32010175440728,Eko Rahayu,Bogor,2005-01-08,LAKI-LAKI,A,HINDU,CERAI HIDUP,CUCU,D1 / D2 / D3,Pedagang,Ayah Eko,Ibu Eko,HIDUP,
penduduk-729,kk-146,32010199490729,Umi Sari,Bogor,1979-05-03,PEREMPUAN,AB,KRISTEN,KAWIN,FAMILI LAIN,BELUM TAMAT SD,PNS,Ayah Umi,Ibu Umi,PINDAH,
penduduk-730,kk-146,32010160340730,Omar Wibowo,Bogor,1958-09-16,PEREMPUAN,O,KATOLIK,BELUM KAWIN,CUCU,SMA / SEDERAJAT,Tidak Bekerja,Ayah Omar,Ibu Omar,HIDUP,
penduduk-731,kk-146,32010171390731,Indra Rahayu,Bogor,2005-09-11,PEREMPUAN,AB,KONGHUCU,BELUM KAWIN,ORANG TUA,SMP / SEDERAJAT,Tidak Bekerja,Ayah Indra,Ibu Indra,MATI,
penduduk-732,kk-146,32010147830732,Eko Wulandari,Bogor,1955-03-10,PEREMPUAN,-,KRISTEN,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Petani,Ayah Eko,Ibu Eko,PINDAH,
penduduk-733,kk-147,32010127310733,Fitri Sari,Bogor,1958-08-20,LAKI-LAKI,O,KRISTEN,KAWIN,KEPALA KELUARGA,S3,Perawat,,,PINDAH,
penduduk-734,kk-147,32010182780734,Hani Setiawan,Bogor,1993-09-09,PEREMPUAN,AB,ISLAM,CERAI MATI,ANAK,S3,Wiraswasta,Ayah Hani,Ibu Hani,HIDUP,
penduduk-735,kk-147,32010182200735,Kartika Hidayati,Bogor,1957-10-02,PEREMPUAN,AB,KATOLIK,CERAI MATI,MENANTU,D1 / D2 / D3,Guru,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-736,kk-147,32010154240736,Putri Santoso,Bogor,1998-12-23,PEREMPUAN,O,KRISTEN,BELUM KAWIN,SUAMI,D1 / D2 / D3,Tidak Bekerja,Ayah Putri,Ibu Putri,HIDUP,
penduduk-737,kk-147,32010176890737,Kartika Sari,Bogor,1951-12-01,PEREMPUAN,A,BUDDHA,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,PNS,Ayah Kartika,Ibu Kartika,PINDAH,
penduduk-738,kk-147,32010177070738,Ahmad Sari,Bogor,2021-03-17,LAKI-LAKI,AB,ISLAM,KAWIN,FAMILI LAIN,SMP / SEDERAJAT,Tidak Bekerja,Ayah Ahmad,Ibu Ahmad,PINDAH,
penduduk-739,kk-148,32010116770739,Rudi Sari,Bogor,2012-07-05,LAKI-LAKI,-,BUDDHA,KAWIN,KEPALA KELUARGA,S2,Pedagang,,,HIDUP,
penduduk-740,kk-148,32010183730740,Siti Sari,Bogor,1987-05-25,LAKI-LAKI,-,KATOLIK,KAWIN,CUCU,SMP / SEDERAJAT,Pelajar/Mahasiswa,Ayah Siti,Ibu Siti,HIDUP,
penduduk-741,kk-148,32010160420741,Rudi Saputra,Bogor,2020-04-04,PEREMPUAN,O,KONGHUCU,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Dokter,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-742,kk-148,32010100380742,Gunawan Hidayat,Bogor,1985-02-22,LAKI-LAKI,B,KONGHUCU,CERAI MATI,MENANTU,SMP / SEDERAJAT,Pedagang,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-743,kk-148,32010185190743,Siti Sari,Bogor,1989-10-28,LAKI-LAKI,AB,BUDDHA,CERAI HIDUP,SUAMI,BELUM TAMAT SD,Pelajar/Mahasiswa,Ayah Siti,Ibu Siti,PINDAH,
penduduk-744,kk-149,32010104530744,Tono Wulandari,Bogor,1957-05-05,LAKI-LAKI,-,KONGHUCU,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Perawat,,,HIDUP,
penduduk-745,kk-149,32010157610745,Hani Sari,Bogor,2000-09-18,LAKI-LAKI,A,ISLAM,BELUM KAWIN,MERTUA,S3,Guru,Ayah Hani,Ibu Hani,HIDUP,
penduduk-746,kk-149,32010115780746,Fitri Sari,Bogor,2006-09-09,PEREMPUAN,AB,ISLAM,CERAI HIDUP,ANAK,SD / SEDERAJAT,Wiraswasta,Ayah Fitri,Ibu Fitri,MATI,
penduduk-747,kk-149,32010147110747,Rudi Hidayati,Bogor,1962-04-18,PEREMPUAN,O,KATOLIK,BELUM KAWIN,ISTRI,D4 / S1,Buruh,Ayah Rudi,Ibu Rudi,MATI,
